Bib,Name,Miles,KM,May 1,May 2,May 3,May 4,May 5,May 6,May 7,May 8,May 9,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31
9704,Heidi Groeger,292.4,470.6,7,8,6,5,7,6,7,6,7,5,5,5,8,5,14,5,3,8,10,10,12,10,8,11,11,12,10,13,8,12,16
3575,Veronica Van Den Bogert,292.4,470.6,7,6,13,7,8,6,7,7,17,10,6,6,11,9,10,7,17,7,7,10,7,6,7,9,7,9,9,8,7,13,11
7210,Richard Barke,292.4,470.6,7,10,6,6,9,8,7,7,5,6,9,8,7,9,8,11,6,8,8,9,9,10,12,15,9,9,8,10,10,7,14
13733,Katrina Silvia,292.4,470.5,0,8,8,4,7,5,3,7,2,6,10,11,9,12,7,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1080,Anthony Kennedy,292.4,470.5,4,10,3,5,12,3,5,6,11,4,6,6,9,12,6,13,5,6,11,6,11,6,15,7,8,13,8,13,8,17,9
8533,Shelly Cable,292.3,470.5,6,8,9,9,23,5,7,6,5,13,9,11,10,10,7,8,27,6,11,4,5,4,4,14,6,10,6,8,5,10,11
818,Maria Radonova,292.3,470.4,7,13,9,7,7,7,7,7,14,8,7,7,7,7,7,14,10,7,7,7,7,7,14,13,7,7,7,7,7,15,10
1946,Kathy Driscoll,292.1,470.1,8,12,8,7,6,0,18,8,14,0,15,7,10,7,7,10,7,7,8,10,0,7,12,15,12,7,0,15,0,22,10
465,Jessica Winnemuller,292.0,470.0,7,16,7,10,4,12,2,19,11,4,4,5,9,4,25,12,7,6,8,6,6,7,11,6,4,10,4,31,5,7,7
14171,Ruth Rice,292.0,469.9,0,11,13,4,7,7,7,8,0,13,5,8,9,8,7,0,13,6,10,11,10,13,8,10,11,12,6,12,12,8,13
11351,Lori Milam,292.0,469.9,5,20,16,9,11,12,9,13,10,8,7,0,8,17,8,12,6,8,2,6,8,7,10,0,12,10,10,8,6,13,10
9042,Kim Haines,292.0,469.9,5,8,4,13,5,8,2,6,5,3,7,8,10,7,6,4,8,7,13,8,13,5,9,7,15,12,13,11,12,8,8
4282,Andrew Hudson,291.9,469.8,7,7,17,10,0,0,14,8,7,10,7,7,5,7,8,0,10,7,7,5,0,16,0,10,20,20,16,15,15,14,0
9528,Peter Burrill,291.9,469.8,8,19,5,12,8,11,11,10,16,2,13,8,11,0,13,16,4,12,9,12,10,11,14,7,13,0,0,8,5,13,9
13730,Kaki Jenkins,291.9,469.8,3,13,4,7,5,5,10,4,20,5,8,6,8,8,9,16,5,9,9,7,10,5,12,10,13,8,8,11,5,20,7
6865,Rich Fela,291.9,469.7,3,14,10,7,5,5,5,2,20,12,6,6,10,7,2,28,7,5,8,7,8,2,13,12,6,4,6,4,2,31,6
1851,Lisa McCormick,291.9,469.7,2,18,13,2,5,10,7,2,20,12,3,8,7,9,0,8,14,5,8,7,10,4,26,10,5,10,10,7,3,18,9
14178,Eva Seres,291.8,469.7,0,0,17,0,26,0,0,0,44,0,0,0,0,0,0,0,62,2,3,4,5,6,0,38,8,6,0,4,0,0,0
2513,Jan Bowen-Nielsen,291.8,469.6,10,4,13,3,11,0,11,10,10,3,3,2,14,11,4,13,12,3,11,14,6,3,16,12,3,3,16,13,3,18,7
2191,Dave Bannister,291.7,469.5,5,14,9,14,9,9,12,13,0,7,8,0,10,6,9,8,0,0,10,8,15,9,10,20,8,8,0,10,6,32,4
13413,Jules Estes,291.7,469.4,0,11,6,7,8,6,6,7,8,8,7,8,7,6,8,11,9,9,9,8,9,9,9,9,6,10,8,7,8,36,5
13864,William Ngo,291.6,469.3,8,16,4,6,12,8,0,10,16,5,6,10,9,8,6,15,4,7,11,8,8,7,15,4,8,12,8,8,8,14,3
820,Linda Kenny,291.5,469.1,8,11,6,8,6,12,8,9,6,7,9,15,6,6,8,21,7,6,6,8,6,6,8,11,10,8,8,10,2,13,6
2458,Jeffrey Moore,291.5,469.1,0,6,8,11,7,8,7,4,12,9,8,10,10,7,1,10,17,6,11,9,9,1,11,6,15,8,9,8,2,33,9
4815,Mickey Shank,291.5,469.1,8,4,6,12,10,10,8,4,10,13,0,16,11,4,11,10,3,11,0,13,7,11,0,0,9,10,11,10,6,8,12
10082,Alejandro del Campo,291.4,469.0,6,4,13,11,6,10,8,9,3,17,5,9,10,8,8,15,2,9,12,9,7,10,7,16,1,10,8,8,8,7,14
1813,Jim Lupton,291.4,469.0,16,10,4,10,7,8,3,0,62,0,5,10,0,0,21,0,20,0,0,23,0,9,0,18,7,3,12,0,15,0,7
18023,Sam Ellis,291.4,468.9,8,9,9,0,3,6,10,7,11,7,6,7,7,7,13,14,6,9,9,8,8,8,14,13,11,7,10,9,8,11,10
14807,Rebecca Stack,291.3,468.9,0,2,9,7,6,7,6,8,10,13,8,7,6,6,10,5,14,7,12,12,12,7,7,5,15,12,10,11,10,8,13
2886,Mae Gackstetter,291.3,468.8,6,17,5,7,9,13,3,8,18,5,9,7,11,5,7,17,9,3,9,10,3,8,15,7,5,6,11,7,7,10,10
2704,Charles Edwards,291.3,468.8,9,7,6,8,7,16,6,4,13,7,6,9,7,7,7,8,13,9,7,10,9,8,10,8,8,7,11,10,6,10,10
17919,Jenni Rees Jenkins,291.3,468.8,0,0,0,0,0,0,13,9,25,13,3,8,6,10,8,26,6,0,11,12,7,8,7,25,0,12,8,7,6,25,16
9263,Luke Gow,291.3,468.8,13,5,5,10,6,8,11,14,5,8,4,14,5,8,6,15,5,7,14,7,6,5,30,5,8,7,7,6,7,11,10
9649,Tim van Leeuwen,291.2,468.7,16,5,3,9,0,10,9,6,16,2,7,5,6,3,11,16,32,9,0,18,9,9,7,8,11,0,21,13,0,9,0
1293,Jennifer Crozier,291.2,468.6,0,0,63,0,3,5,5,5,2,20,10,5,10,7,7,12,10,5,10,8,0,8,10,10,8,10,8,2,0,25,4
7841,Jim Kelley,291.2,468.6,9,19,0,8,8,10,5,7,12,0,8,10,5,10,5,16,0,7,8,10,8,10,18,0,7,10,10,8,10,20,0
14408,Chris Beers-Arthur,291.1,468.5,0,13,18,6,0,6,6,8,13,8,6,10,15,7,13,12,16,3,12,2,9,6,5,19,3,0,12,6,6,7,20
3307,Crystal Koch,291.1,468.5,1,31,6,0,11,8,0,0,13,0,16,0,15,11,4,15,0,13,9,0,16,10,0,20,2,15,9,0,10,0,33
14031,Mike Fisher,291.1,468.4,0,20,10,2,10,8,10,0,26,3,3,8,4,12,6,18,10,0,10,8,8,3,30,3,2,6,12,2,3,16,7
10533,Patrick Traynor,291.1,468.4,4,11,7,7,7,7,7,4,18,11,7,7,8,7,4,13,11,8,8,8,8,4,17,11,8,8,7,8,4,11,17
1682,Douglas Wielgat,291.0,468.4,5,20,8,0,7,7,12,6,21,10,10,7,6,13,5,26,8,10,8,6,13,6,20,15,10,6,4,20,4,0,0
16118,Brian Winnett,291.0,468.3,0,0,10,8,10,5,0,0,37,6,8,8,10,0,6,20,10,11,12,5,5,6,18,13,8,0,10,7,0,21,18
1450,Christy Brewer,291.0,468.2,0,0,12,0,2,3,0,0,2,9,4,7,3,8,2,0,0,13,13,14,14,13,17,19,13,15,13,14,13,23,14
4478,Beth Cooper,291.0,468.2,3,8,10,3,7,3,5,8,8,20,2,6,6,7,3,7,22,6,7,7,7,4,13,20,8,9,8,10,9,9,16
16492,Ty Burger,290.9,468.2,6,9,0,6,9,6,17,6,6,6,6,12,6,13,15,10,6,12,6,18,7,7,9,0,0,13,13,10,13,0,10
622,Bill McNally,290.8,468.0,6,14,6,6,0,0,24,40,15,2,6,7,5,4,10,0,0,9,8,7,7,7,5,16,6,6,9,6,7,6,17
13561,Erin Zackey,290.8,468.0,5,20,7,3,8,6,7,7,16,7,4,7,5,8,7,18,7,5,8,5,12,6,11,11,6,8,5,13,4,5,20
9922,Dennis Amstutz,290.8,468.0,6,5,10,6,3,8,8,10,8,14,8,5,8,11,6,4,13,9,6,9,10,10,10,7,4,8,10,10,5,37,4
2529,Wolfgang Schoenegger,290.7,467.9,9,19,0,8,7,11,0,13,25,0,10,7,13,0,16,26,0,0,8,8,0,9,24,0,0,9,9,0,10,15,0
1045,David Brietzke,290.7,467.9,6,15,5,9,4,9,7,7,10,6,5,7,10,9,2,16,14,7,9,6,10,11,9,16,5,8,7,11,7,4,16
14627,Heather Ficke,290.7,467.8,7,6,9,1,30,3,2,6,5,2,5,9,6,6,15,9,13,14,0,5,10,0,13,13,13,13,13,13,14,7,5
8213,Annemiek Hamelinck,290.6,467.7,9,9,21,5,3,6,4,11,22,5,7,10,3,4,7,13,15,12,5,8,4,16,4,15,7,6,6,12,3,12,17
16103,Sylvie Houbiers,290.6,467.6,0,0,19,2,14,8,13,2,7,7,1,0,2,12,12,9,19,8,3,15,11,2,14,16,1,7,1,16,11,12,21
8349,Jackie Ayers,290.4,467.4,7,7,12,10,10,9,7,10,8,6,5,9,9,8,11,6,6,10,16,4,12,7,7,7,7,12,9,8,12,7,4
14959,Jacqueline Smith,290.4,467.4,0,8,8,6,6,8,5,8,11,11,8,6,9,6,11,7,13,9,8,11,11,5,11,10,6,11,8,9,8,8,11
5041,Samantha Bragan,290.4,467.3,16,3,9,7,8,6,6,16,10,1,9,10,10,13,14,12,10,11,10,6,1,5,1,1,0,12,7,12,16,10,12
15174,Laurent Lejeune,290.4,467.3,7,11,12,0,11,0,10,0,5,41,0,8,0,12,5,14,12,0,11,9,12,0,9,21,0,13,10,6,0,0,50
9495,Donna Baker,290.3,467.2,6,14,8,5,5,6,6,6,11,9,7,9,8,10,5,14,8,15,6,11,6,8,12,6,6,7,11,9,7,6,19
13474,Kathy Powell,290.3,467.2,11,16,11,8,10,0,8,5,9,12,6,5,5,6,3,13,15,8,5,14,6,8,10,7,13,4,12,7,7,12,14
14703,Lisa Schamus,290.3,467.2,0,17,8,5,5,0,8,5,13,13,5,4,7,6,4,14,15,7,6,8,7,5,14,16,13,6,7,8,8,13,10
1067,Joshua Gagner,290.2,467.1,11,6,7,12,19,6,0,0,3,8,11,7,11,6,7,17,5,7,6,6,10,16,6,7,8,7,6,8,10,6,25
10072,Ruth Smith,290.2,467.0,6,7,9,13,7,6,8,7,6,15,7,7,12,10,7,8,8,10,7,6,8,8,6,9,12,6,21,7,7,6,7
13974,Matt Whalen,290.2,467.0,0,17,9,6,1,13,1,11,16,16,1,12,10,11,1,15,10,1,4,1,2,0,100,0,5,1,3,1,4,0,14
14430,Jessica Reynolds,290.1,466.9,4,10,10,9,9,2,4,2,3,9,5,13,8,10,15,7,6,9,15,9,6,15,5,9,6,11,14,12,5,9,7
14438,Jessica Reynolds,290.1,466.9,4,10,10,9,9,2,4,2,3,9,5,13,8,10,15,7,6,9,15,9,6,15,5,9,6,11,14,12,5,9,7
4446,Bill Lovett,290.1,466.9,10,13,16,0,11,13,10,0,10,18,0,12,0,0,6,19,13,0,0,10,16,0,22,13,13,4,4,9,0,26,5
1225,Nathan Liang,290.1,466.8,11,8,14,6,12,12,11,8,12,10,13,12,11,8,11,9,6,9,5,7,5,6,5,9,0,20,8,6,10,8,6
12468,John Brogan,290.0,466.8,16,6,0,12,11,11,9,13,5,0,10,7,12,5,10,10,0,9,10,8,5,13,9,0,9,9,12,5,14,16,0
12714,Justin Simone,290.0,466.7,18,0,10,6,13,5,0,7,25,4,0,8,5,8,0,23,7,5,9,4,0,6,16,9,13,8,6,1,8,19,10
7978,Tim Cleary,290.0,466.7,7,8,10,6,7,7,10,11,7,8,9,7,8,9,7,17,8,4,12,9,7,7,12,9,8,11,5,8,9,4,10
9463,Susan Foot,290.0,466.7,3,5,5,5,5,5,9,8,9,10,9,10,8,12,4,12,11,9,8,11,8,10,12,13,7,10,10,7,11,9,11
7253,Celeste Fong,290.0,466.7,2,18,7,10,10,2,10,4,27,14,1,8,1,9,5,26,0,11,14,16,6,4,11,15,0,3,3,5,5,2,32
9548,Gavin Taylor,290.0,466.7,0,35,6,6,7,10,7,0,21,9,7,7,12,7,6,30,9,9,9,9,10,0,26,7,6,0,9,3,0,9,0
2132,Robin Clayton,290.0,466.7,7,11,11,7,10,4,0,11,11,13,4,7,4,8,13,7,13,12,10,4,0,7,16,14,4,4,0,14,9,12,20
7545,Daniel Tacker,289.8,466.4,6,7,7,7,7,13,8,7,17,10,7,8,7,7,7,8,13,7,8,8,7,6,14,12,7,8,7,10,6,16,10
12984,Michael Kennedy,289.6,466.1,6,14,6,0,6,4,8,5,16,13,0,6,9,20,0,20,5,0,9,8,3,7,15,18,2,8,8,12,8,21,11
15094,Deborah Gardner,289.6,466.1,0,14,14,8,3,7,7,7,12,1,7,7,7,7,7,3,0,0,0,0,0,0,47,19,0,9,9,9,28,0,28
16025,lander debrabandere,289.6,466.0,0,9,0,0,5,4,55,6,18,0,7,3,0,0,37,45,0,0,0,12,0,0,3,48,0,0,0,0,0,10,26
10637,Wim Reumkens,289.6,466.0,11,11,16,0,16,0,17,11,13,12,8,0,18,10,0,18,14,9,0,17,14,0,17,16,11,0,0,0,0,0,16
9319,Karel Sabbe,289.6,466.0,6,14,12,2,14,6,6,0,6,9,0,17,6,15,6,14,12,1,15,6,9,5,17,14,0,15,6,0,7,6,6
7099,Cara Olson,289.5,466.0,9,9,12,6,7,6,7,5,11,10,9,7,9,8,6,13,12,8,8,6,11,4,12,9,12,8,8,6,10,7,9
9477,Steve Whitwood,289.5,465.9,0,14,15,5,4,9,5,14,7,18,4,9,6,7,3,16,14,4,9,7,9,0,16,12,9,6,11,4,4,16,10
4423,BRUCE SMITH,289.5,465.9,0,7,8,9,5,9,9,6,12,9,8,5,8,6,8,13,9,8,5,9,9,8,9,14,10,9,9,9,9,13,11
2341,Deanna Corley,289.5,465.8,7,10,8,6,5,7,7,5,12,6,7,8,10,8,8,10,7,9,8,8,8,10,14,9,7,11,9,9,10,4,17
4933,Matt Barker,289.4,465.7,13,4,8,4,11,1,12,7,12,8,4,11,0,15,9,10,16,7,5,4,0,20,1,12,9,4,5,45,1,2,8
1636,Ryan Hieronymus,289.4,465.7,5,7,10,7,7,7,7,6,7,6,5,2,14,9,6,12,11,7,10,2,12,11,5,16,4,7,14,8,8,10,16
9986,William Smith,289.4,465.7,10,15,14,10,8,7,8,8,11,13,6,10,7,8,9,14,8,7,8,8,7,8,14,6,7,6,6,7,7,9,5
12455,Tracy Gaines,289.3,465.6,5,13,7,8,4,8,2,8,13,13,8,10,5,6,8,16,6,8,7,6,10,4,12,9,8,6,10,7,9,14,10
5323,Robert Nytko,289.3,465.6,10,4,0,7,5,8,5,6,4,7,10,4,8,10,4,14,12,10,3,10,9,4,21,11,6,14,10,9,10,14,8
1043,Ignatius Li,289.3,465.6,0,12,5,6,9,8,11,9,15,0,8,15,9,10,5,21,0,8,11,0,7,10,18,0,8,14,13,4,10,11,2
3431,thomas rametta,289.3,465.5,5,12,8,12,6,5,8,9,9,7,6,6,6,8,9,11,11,7,5,8,8,8,9,14,9,7,9,9,9,12,10
7435,Rebekah Pierce,289.2,465.4,5,7,3,2,0,2,7,7,7,1,8,7,9,7,7,0,20,7,7,11,4,9,10,12,12,11,13,11,1,31,13
2620,Meg Parke,289.2,465.4,6,19,8,5,6,10,12,0,22,9,6,3,12,7,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,55
911,Lori Brinkley,289.2,465.4,7,9,11,9,8,11,7,9,5,10,7,6,2,10,7,12,9,6,8,6,11,7,15,9,11,9,6,13,6,12,10
4286,Selma Berk,289.2,465.4,6,43,0,6,9,6,10,0,14,6,6,7,5,7,5,16,9,7,8,6,11,5,14,0,0,11,12,11,0,20,6
4604,Laura Hillier,289.1,465.3,10,7,15,5,7,9,11,2,19,7,4,8,8,11,3,18,3,13,2,8,8,1,20,10,3,8,9,7,5,22,5
434,Brooke Milanovich,289.1,465.3,7,7,9,7,7,7,7,7,10,7,9,5,8,10,7,12,7,9,8,10,6,9,14,9,6,8,12,7,8,14,7
14576,Maureen Mullins,289.1,465.3,0,18,14,6,7,9,11,0,4,11,9,13,8,12,0,7,19,8,10,10,11,0,0,9,12,12,13,5,9,7,23
7111,Jennifer Soehnle,289.1,465.3,10,16,10,6,6,4,9,3,5,20,2,7,8,7,6,10,11,6,4,6,8,4,10,9,10,10,7,11,13,18,10
10613,Evelyn Caro,289.0,465.2,7,7,7,9,8,10,9,10,10,0,11,10,10,10,10,11,0,9,11,10,6,4,13,10,3,10,10,10,11,10,0
17516,Ray Boucher,289.0,465.2,0,0,0,8,8,10,9,13,8,8,9,9,9,11,10,11,0,8,10,9,9,9,12,7,9,8,11,16,12,9,8
15186,Dwayne Rogers,289.0,465.1,0,11,8,7,7,13,7,0,15,7,4,6,20,5,7,7,17,7,6,7,6,11,5,14,8,8,11,14,13,14,13
3107,Sharon Bumgardner,289.0,465.1,6,13,11,8,6,2,11,0,15,11,7,0,5,11,6,18,24,7,0,0,0,6,13,8,14,12,8,7,9,17,10
9431,Antony Clark,289.0,465.1,6,5,15,5,6,10,9,6,4,19,6,6,5,7,5,22,8,4,8,9,7,6,18,8,7,9,6,11,8,9,18
14844,Kayleigh Kuschewski,289.0,465.1,5,5,5,10,10,6,10,10,10,10,10,10,10,4,5,5,2,5,5,0,10,10,10,10,10,10,20,10,10,10,10
14845,Susan Kuschewski,289.0,465.1,5,5,5,10,5,7,6,10,10,10,10,10,10,4,5,10,5,5,5,0,10,10,10,10,12,10,20,10,10,10,10
2737,Louise Baldwin,289.0,465.1,8,9,13,7,7,1,8,11,14,15,6,8,8,3,10,13,16,7,9,6,7,6,14,7,5,6,3,13,9,6,16
2599,Jacob Turner,289.0,465.1,22,5,6,5,5,9,8,4,16,10,4,10,7,5,3,26,4,5,6,8,5,9,13,5,5,3,4,5,3,50,3
10188,Beth Herold,289.0,465.0,3,13,0,6,7,6,9,2,16,3,5,6,16,8,0,31,1,10,5,7,5,10,5,16,14,5,11,8,5,14,3
11556,Richard Nunan,288.9,465.0,0,14,12,13,0,6,12,12,12,12,0,6,7,6,4,0,19,6,6,4,10,0,12,12,6,10,10,0,0,16,21
16598,Matthew James,288.9,464.9,11,0,3,12,9,6,6,10,12,16,0,12,0,11,14,0,8,13,9,7,12,0,14,13,8,8,13,8,12,0,15
10650,Brent Holt,288.9,464.9,12,8,6,11,7,8,9,6,10,8,10,8,10,8,6,16,6,7,10,8,6,7,9,10,11,7,9,7,8,11,8
11233,Robin Kraebel,288.9,464.9,7,6,8,8,7,10,6,6,6,6,7,6,7,11,5,7,5,11,14,7,11,6,15,6,12,6,12,6,6,11,11
8677,Deike Peters,288.8,464.8,5,3,11,3,7,3,8,5,4,17,6,6,4,9,30,23,6,5,4,10,5,7,4,23,6,7,3,7,7,13,14
6625,Patricia Daulton,288.8,464.8,5,11,4,2,6,3,7,6,7,6,6,6,7,6,7,11,10,6,9,10,8,9,10,13,8,11,9,11,9,21,11
926,Charlie Quinn,288.8,464.7,10,3,12,10,10,0,11,11,12,14,7,0,11,10,11,13,5,0,6,10,5,15,12,13,13,0,13,0,7,17,13
12019,Ellen Hill,288.8,464.7,7,5,8,10,0,10,9,0,13,6,7,10,9,9,3,15,6,9,11,9,10,7,13,3,18,9,10,10,7,7,11
6499,Jennifer Johnson,288.7,464.7,8,5,7,5,6,5,5,9,8,4,6,3,6,4,7,6,7,7,21,15,23,7,14,8,6,9,9,10,8,10,10
15711,Heather Stringfellow,288.7,464.6,0,15,15,15,15,15,15,15,15,15,15,5,6,5,6,13,6,6,6,5,4,5,7,7,6,7,6,6,6,8,5
3145,Barb Newton,288.6,464.5,7,8,11,9,12,8,8,8,9,11,7,15,5,8,10,7,9,7,11,0,13,3,13,10,6,7,10,8,8,8,9
508,Linda Barton,288.6,464.5,12,11,7,8,8,10,3,16,12,9,10,9,9,0,21,8,12,7,12,8,2,12,13,7,5,8,4,1,18,10,10
3497,Kari Tallent,288.6,464.5,6,10,9,8,8,8,7,8,11,8,7,7,10,12,11,7,9,6,10,8,6,8,7,8,14,12,7,8,12,14,9
4018,Brady Haycock,288.6,464.4,6,12,9,0,7,5,5,5,5,12,4,12,6,6,2,12,12,8,11,9,10,6,13,12,11,9,10,12,6,16,12
9949,Martijn de Vries,288.6,464.4,8,12,28,0,11,6,6,18,6,15,0,8,10,11,11,4,27,0,12,11,11,0,13,14,0,4,3,14,0,0,26
2927,Elizabeth Lucarelli,288.6,464.4,8,31,10,4,2,2,7,0,17,19,7,3,3,8,6,11,14,0,0,5,7,7,9,20,5,0,0,8,0,20,0
11317,Rob Fowler,288.5,464.3,3,10,26,0,6,6,6,6,3,26,0,7,11,9,0,26,7,1,7,6,0,6,31,6,16,0,1,7,0,26,11
17175,Simon Antoun,288.4,464.2,0,0,0,6,6,6,7,6,6,6,6,6,7,7,7,7,9,10,10,10,11,11,7,12,12,13,13,13,10,12,13
7653,DEBBIE PIMENTEL,288.3,464.0,9,9,16,9,9,9,9,7,8,9,9,0,0,6,9,9,10,22,9,9,9,6,6,5,3,9,7,9,9,6,9
1675,Tandy Wilson,288.3,464.0,5,6,10,4,7,6,9,6,5,13,3,6,6,6,10,6,16,6,12,7,8,9,13,12,6,10,7,11,10,9,18
4756,Lisa Logan,288.3,464.0,5,14,12,9,5,14,4,3,27,9,0,9,9,12,6,4,11,8,10,8,5,9,15,9,5,6,11,7,0,15,4
10056,Jamie Romaniak,288.3,464.0,10,5,5,8,10,6,12,10,9,5,10,10,8,12,5,13,5,10,8,6,12,10,5,10,0,8,12,5,10,16,13
14667,Lisa Johnson,288.3,463.9,9,14,6,8,10,8,10,11,6,4,8,8,10,10,10,11,3,11,11,10,10,11,8,3,11,5,10,9,0,16,8
5642,Mamoru Kimura,288.2,463.9,4,13,17,1,10,5,20,0,12,10,0,11,6,11,6,13,17,0,11,3,12,0,8,6,0,12,6,20,6,12,20
4040,Rosie Jepson,288.2,463.9,8,13,7,10,6,12,8,8,18,7,11,5,11,8,7,14,10,4,10,0,9,7,15,11,0,12,0,8,0,17,9
8352,Pablo Juarez,288.2,463.8,8,13,8,9,8,8,10,8,12,10,9,0,8,10,10,11,7,8,10,10,9,9,12,10,7,9,9,10,9,12,8
2759,Christina Kinney,288.1,463.7,4,0,8,17,9,1,26,4,4,8,3,8,10,6,6,12,19,2,8,7,10,9,17,18,1,8,7,11,5,21,0
14027,Adam Kissinger,288.1,463.7,7,11,9,0,0,8,11,11,16,0,12,11,11,0,11,12,7,8,0,12,10,13,15,4,9,10,9,0,10,12,6
14022,Lauren Pearlman,288.1,463.6,0,18,5,7,9,7,9,3,18,5,8,10,9,7,0,17,8,9,9,7,11,0,17,7,8,9,8,8,5,17,5
8200,Andrea Pollina,288.0,463.5,5,7,7,5,10,3,0,7,9,4,11,6,6,10,10,10,9,9,11,4,10,8,11,11,11,9,8,13,11,13,10
13616,Lori Sturgis,288.0,463.5,3,5,5,8,10,9,11,6,13,7,6,12,8,8,5,11,11,9,11,9,11,10,10,0,11,7,6,6,6,14,10
17278,Srihari Injeti,287.9,463.3,0,0,0,12,8,8,6,8,10,9,5,8,10,10,6,10,14,8,10,10,8,5,12,14,7,12,14,12,6,10,13
4985,Megan Cullen,287.9,463.3,5,29,4,5,5,7,6,4,15,8,6,7,6,10,6,13,15,4,7,6,8,6,22,16,5,5,6,5,7,8,11
14605,Simon Bennett,287.9,463.3,0,0,9,7,5,8,0,0,6,13,8,0,10,8,10,10,13,2,5,10,2,10,11,10,12,9,7,0,79,3,9
9181,Chris Lowe,287.8,463.2,0,5,5,0,6,0,6,5,5,12,7,9,8,6,4,11,13,5,13,6,8,5,23,13,6,10,10,9,8,29,10
9177,Mark Png,287.8,463.2,2,9,6,0,14,8,4,46,9,12,0,14,0,8,14,2,8,5,0,6,6,10,26,2,12,0,0,17,29,2,4
15675,Kiara Butcher,287.8,463.2,0,0,22,10,5,7,9,5,6,24,24,3,7,4,0,17,10,7,8,5,14,8,12,6,7,7,4,9,5,19,3
15367,Mattia Di Beo,287.7,463.0,32,18,12,5,8,6,7,5,0,16,0,6,7,6,5,7,13,0,0,24,0,0,19,16,0,5,0,17,6,6,16
14128,Bryan Roper,287.7,463.0,6,8,16,8,6,6,5,9,13,7,8,10,8,8,7,26,14,8,8,7,6,9,11,11,5,8,7,7,9,10,0
965,Elizabeth Stamm,287.6,462.9,0,14,13,3,5,9,7,3,31,9,4,10,5,12,0,20,21,4,6,6,6,3,50,3,2,0,4,6,0,8,8
7052,Kim Nelson,287.5,462.7,5,5,6,6,5,0,7,6,10,6,5,8,11,6,10,7,10,10,10,9,9,12,9,13,9,13,8,9,9,8,18
10853,Nicoleta Firtat,287.5,462.7,6,6,12,3,8,6,8,6,9,10,5,9,9,9,12,7,13,7,9,7,10,7,13,8,10,10,8,10,8,9,12
13475,Meghan James,287.5,462.7,5,11,10,8,5,6,7,4,17,9,10,9,9,8,5,12,12,8,8,4,7,5,11,10,11,9,7,6,11,11,9
13491,Grace Sims,287.5,462.7,5,11,13,3,7,10,3,3,15,20,3,6,6,3,8,28,13,7,6,6,3,4,16,16,10,2,8,6,6,24,12
3037,Cindy Cowart,287.5,462.6,5,7,4,13,10,7,10,0,8,10,7,8,13,8,10,7,9,10,6,13,10,6,13,5,8,6,7,13,6,9,8
7815,JP Milot,287.5,462.6,10,10,13,0,8,12,7,8,10,7,0,9,8,12,8,11,14,0,8,10,11,6,15,8,12,0,13,9,6,18,8
666,Charlene Elizabeth Way,287.5,462.6,8,0,25,8,10,0,8,5,17,10,8,3,7,0,10,15,2,8,0,11,0,6,14,14,9,4,26,24,0,10,0
11830,Audrey Kung,287.4,462.6,7,7,7,9,6,8,6,6,13,5,6,5,7,4,21,10,4,6,8,10,7,7,11,6,8,4,7,10,8,15,10
7061,Ashley Conklin,287.4,462.5,11,8,10,8,12,5,0,9,16,5,0,8,9,7,8,14,6,10,10,7,0,15,6,8,11,9,8,6,14,6,9
71,Michelle Pelszynski,287.4,462.5,8,12,9,9,7,6,10,13,10,6,6,10,8,9,0,13,6,7,9,10,11,2,10,10,6,6,12,8,6,13,2
1464,Francie Bean,287.4,462.5,8,14,7,6,9,7,11,6,16,7,0,11,7,0,8,13,9,12,10,6,4,8,10,12,12,4,6,10,7,7,12
9280,Yukiko Aida,287.3,462.4,5,5,37,0,5,32,5,29,0,14,6,6,5,7,13,0,22,5,0,5,4,0,0,31,0,6,8,0,4,0,32
4987,J.T. Hardy,287.3,462.3,8,5,8,10,5,8,7,5,8,5,6,6,10,10,11,12,14,8,8,8,8,8,8,26,5,7,8,8,7,8,6
9739,David Hale,287.2,462.2,18,22,1,3,12,7,9,2,13,2,11,8,8,7,12,15,1,8,6,9,10,10,4,4,3,8,5,6,3,52,3
4422,Stacey Anderson,287.2,462.2,25,5,4,5,6,6,5,5,0,17,7,7,8,6,6,14,7,6,7,9,7,6,16,6,6,10,10,10,0,11,21
4970,Kirsty Jones,287.2,462.1,5,6,11,7,5,6,0,10,6,15,8,3,7,4,6,6,20,6,4,3,6,5,3,10,27,9,8,16,10,40,6
13831,Kat Atwood,287.1,462.1,5,6,15,5,5,5,11,11,6,3,5,6,6,10,6,20,3,17,6,3,38,5,3,10,8,4,0,25,0,23,6
13177,Brad Clay,287.1,462.0,6,21,3,2,13,10,7,11,15,3,9,4,4,11,16,4,2,8,8,8,8,14,8,2,4,10,10,9,14,9,8
11175,Quin Ma,287.1,462.0,8,11,9,8,8,7,7,8,12,9,8,8,9,8,8,11,9,8,8,8,8,7,10,10,8,7,7,8,7,11,9
2339,Lauri Lynch,287.0,461.9,7,9,7,6,8,11,6,6,7,11,6,7,12,8,6,10,8,10,8,11,9,8,6,9,10,10,12,6,7,8,11
